Time (s),InputForce (N), Displacement (mm) 
3.355 , 46.9302 , 0.392451523432389
3.36 , 92.7051 , 0.4281042940763
3.365 , 136.197 , 0.45321571620336
3.37 , 176.3355 , 0.467167463260765
3.375 , 212.1321 , 0.469615996932771
3.38 , 242.7051 , 0.460501026194154
3.385 , 267.3021 , 0.440046991875355
3.39 , 285.3171 , 0.408757540184346
3.395 , 296.3064 , 0.367403121265502
3.4 , 300 , 0.317002018160051
3.405 , 296.3064 , 0.258795273298113
3.41 , 285.3171 , 0.194216129915306
3.415 , 267.3021 , 0.124854740847609
3.42 , 242.7051 , 0.0524190136911164
3.425 , 212.1321 , -0.021307443551184
3.43 , 176.3355 , -0.0945092408179099
3.435 , 136.197 , -0.165383906917511
3.44 , 92.7051 , -0.232186272351078
3.445 , 46.9302 , -0.293271441177304
3.45 , 0 , -0.347135293809639
3.455 , -46.9302 , -0.392451523432387
3.46 , -92.7051 , -0.4281042940763
3.465 , -136.197 , -0.453215716203358
3.47 , -176.3355 , -0.467167463260765
3.475 , -212.1321 , -0.469615996932771
3.48 , -242.7051 , -0.460501026194155
3.485 , -267.3021 , -0.440046991875354
3.49 , -285.3171 , -0.408757540184345
3.495 , -296.3064 , -0.367403121265501
3.5 , -300 , -0.317002018160049
3.505 , -296.3064 , -0.258795273298117
3.51 , -285.3171 , -0.194216129915311
3.515 , -267.3021 , -0.124854740847608
3.52 , -242.7051 , -0.0524190136911148
3.525 , -212.1321 , 0.0213074435511856
3.53 , -176.3355 , 0.0945092408179049
3.535 , -136.197 , 0.165383906917513
3.54 , -92.7051 , 0.23218627235108
3.545 , -46.9302 , 0.293271441177305
3.55 , 0 , 0.347135293809635
3.555 , 46.9302 , 0.392451523432387
3.56 , 92.7051 , 0.428104294076301
3.565 , 136.197 , 0.453215716203359
3.57 , 176.3355 , 0.467167463260764
3.575 , 212.1321 , 0.469615996932771
3.58 , 242.7051 , 0.460501026194155
3.585 , 267.3021 , 0.440046991875354
3.59 , 285.3171 , 0.408757540184348
3.595 , 296.3064 , 0.3674031212655
3.6 , 300 , 0.317002018160048
3.605 , 296.3064 , 0.258795273298116
3.61 , 285.3171 , 0.194216129915309
3.615 , 267.3021 , 0.124854740847606
3.62 , 242.7051 , 0.0524190136911132
3.625 , 212.1321 , -0.0213074435511872
3.63 , 176.3355 , -0.0945092408179065
3.635 , 136.197 , -0.165383906917508
3.64 , 92.7051 , -0.232186272351081
3.645 , 46.9302 , -0.293271441177307
3.65 , 0 , -0.347135293809636
3.655 , -46.9302 , -0.392451523432385
3.66 , -92.7051 , -0.428104294076302
3.665 , -136.197 , -0.453215716203359
3.67 , -176.3355 , -0.467167463260765
3.675 , -212.1321 , -0.469615996932771
3.68 , -242.7051 , -0.460501026194155
3.685 , -267.3021 , -0.440046991875353
3.69 , -285.3171 , -0.408757540184347
3.695 , -296.3064 , -0.367403121265503
3.7 , -300 , -0.317002018160047
3.705 , -296.3064 , -0.258795273298115
3.71 , -285.3171 , -0.194216129915308
3.715 , -267.3021 , -0.124854740847611
3.72 , -242.7051 , -0.0524190136911116
3.725 , -212.1321 , 0.0213074435511888
3.73 , -176.3355 , 0.0945092408179081
3.735 , -136.197 , 0.165383906917509
3.74 , -92.7051 , 0.232186272351083
3.745 , -46.9302 , 0.293271441177308
3.75 , 0 , 0.347135293809637
3.755 , 46.9302 , 0.392451523432386
3.76 , 92.7051 , 0.4281042940763
3.765 , 136.197 , 0.45321571620336
3.77 , 176.3355 , 0.467167463260765
3.775 , 212.1321 , 0.469615996932771
3.78 , 242.7051 , 0.460501026194156
3.785 , 267.3021 , 0.440046991875353
3.79 , 285.3171 , 0.408757540184346
3.795 , 296.3064 , 0.367403121265502
3.8 , 300 , 0.317002018160051
3.805 , 296.3064 , 0.258795273298113
3.81 , 285.3171 , 0.194216129915312
3.815 , 267.3021 , 0.124854740847609
3.82 , 242.7051 , 0.0524190136911166
3.825 , 212.1321 , -0.0213074435511904
3.83 , 176.3355 , -0.0945092408179097
3.835 , 136.197 , -0.165383906917505
3.84 , 92.7051 , -0.232186272351078
3.845 , 46.9302 , -0.293271441177309
3.85 , 0 , -0.347135293809639
3.855 , -46.9302 , -0.392451523432386
3.86 , -92.7051 , -0.428104294076297
3.865 , -136.197 , -0.45321571620336
3.87 , -176.3355 , -0.467167463260765
3.875 , -212.1321 , -0.469615996932771
3.88 , -242.7051 , -0.460501026194155
3.885 , -267.3021 , -0.440046991875357
3.89 , -285.3171 , -0.408757540184345
3.895 , -296.3064 , -0.367403121265501
3.9 , -300 , -0.31700201816005
3.905 , -296.3064 , -0.258795273298118
3.91 , -285.3171 , -0.194216129915311
3.915 , -267.3021 , -0.124854740847608
3.92 , -242.7051 , -0.052419013691115
3.925 , -212.1321 , 0.0213074435511854
3.93 , -176.3355 , 0.0945092408179112
3.935 , -136.197 , 0.165383906917506
3.94 , -92.7051 , 0.23218627235108
3.945 , -46.9302 , 0.293271441177305
3.95 , 0 , 0.34713529380964
3.955 , 46.9302 , 0.392451523432387
3.96 , 92.7051 , 0.428104294076298
3.965 , 136.197 , 0.453215716203359
3.97 , 176.3355 , 0.467167463260765
3.975 , 212.1321 , 0.469615996932771
3.98 , 242.7051 , 0.460501026194155
3.985 , 267.3021 , 0.440046991875356
3.99 , 285.3171 , 0.408757540184344
3.995 , 296.3064 , 0.3674031212655
4 , 300 , 0.317002018160048
4.005 , 296.3064 , 0.258795273298116
4.01 , 285.3171 , 0.194216129915315
4.015 , 267.3021 , 0.124854740847613
4.02 , 242.7051 , 0.05241901369112
4.025 , 212.1321 , -0.0213074435511936
4.03 , 176.3355 , -0.0945092408179128
4.035 , 136.197 , -0.165383906917508
4.04 , 92.7051 , -0.232186272351081
4.045 , 46.9302 , -0.293271441177306
4.05 , 0 , -0.347135293809636
4.055 , -46.9302 , -0.392451523432385
4.06 , -92.7051 , -0.428104294076296
4.065 , -136.197 , -0.453215716203363
4.07 , -176.3355 , -0.467167463260766
4.075 , -212.1321 , -0.469615996932771
4.08 , -242.7051 , -0.460501026194153
4.085 , -267.3021 , -0.440046991875353
4.09 , -285.3171 , -0.408757540184347
4.095 , -296.3064 , -0.367403121265503
4.1 , -300 , -0.317002018160052
4.105 , -296.3064 , -0.258795273298109
4.11 , -285.3171 , -0.194216129915308
4.115 , -267.3021 , -0.124854740847611
4.12 , -242.7051 , -0.0524190136911184
4.125 , -212.1321 , 0.0213074435511819
4.13 , -176.3355 , 0.0945092408179144
4.135 , -136.197 , 0.165383906917509
4.14 , -92.7051 , 0.232186272351077
4.145 , -46.9302 , 0.293271441177302
4.15 , 0 , 0.347135293809642
4.155 , 46.9302 , 0.392451523432389
4.16 , 92.7051 , 0.428104294076299
4.165 , 136.197 , 0.453215716203358
4.17 , 176.3355 , 0.467167463260764
4.175 , 212.1321 , 0.469615996932771
4.18 , 242.7051 , 0.460501026194154
4.185 , 267.3021 , 0.440046991875355
4.19 , 285.3171 , 0.408757540184343
4.195 , 296.3064 , 0.367403121265498
4.2 , 300 , 0.317002018160046
4.205 , 296.3064 , 0.258795273298114
4.21 , 285.3171 , 0.194216129915312
4.215 , 267.3021 , 0.124854740847616
4.22 , 242.7051 , 0.0524190136911235
4.225 , 212.1321 , -0.0213074435511768
4.23 , 176.3355 , -0.0945092408179225
4.235 , 136.197 , -0.165383906917517
4.24 , 92.7051 , -0.232186272351084
4.245 , 46.9302 , -0.293271441177309
4.25 , 0 , -0.347135293809638
4.255 , -46.9302 , -0.392451523432386
4.26 , -92.7051 , -0.428104294076297
4.265 , -136.197 , -0.453215716203356
4.27 , -176.3355 , -0.467167463260763
4.275 , -212.1321 , -0.469615996932771
4.28 , -242.7051 , -0.460501026194153
4.285 , -267.3021 , -0.440046991875352
4.29 , -285.3171 , -0.408757540184345
4.295 , -296.3064 , -0.367403121265501
4.3 , -300 , -0.31700201816005
4.305 , -296.3064 , -0.258795273298118
4.31 , -285.3171 , -0.194216129915317
4.315 , -267.3021 , -0.124854740847608
4.32 , -242.7051 , -0.0524190136911152
4.325 , -212.1321 , 0.0213074435511851
4.33 , -176.3355 , 0.0945092408179175
4.335 , -136.197 , 0.165383906917512
4.34 , -92.7051 , 0.232186272351079
4.345 , -46.9302 , 0.293271441177305
4.35 , 0 , 0.347135293809635
4.355 , 46.9302 , 0.392451523432391
4.36 , 92.7051 , 0.428104294076301
4.365 , 136.197 , 0.453215716203359
4.37 , 176.3355 , 0.467167463260764
4.375 , 212.1321 , 0.469615996932771
4.38 , 242.7051 , 0.460501026194154
4.385 , 267.3021 , 0.440046991875354
4.39 , 285.3171 , 0.408757540184348
4.395 , 296.3064 , 0.367403121265504
4.4 , 300 , 0.317002018160044
4.405 , 296.3064 , 0.258795273298111
4.41 , 285.3171 , 0.194216129915309
4.415 , 267.3021 , 0.124854740847613
4.42 , 242.7051 , 0.0524190136911202
4.425 , 212.1321 , -0.0213074435511801
4.43 , 176.3355 , -0.0945092408178995
4.435 , 136.197 , -0.165383906917507
4.44 , 92.7051 , -0.232186272351087
4.445 , 46.9302 , -0.293271441177312
4.45 , 0 , -0.347135293809641
4.455 , -46.9302 , -0.392451523432388
4.46 , -92.7051 , -0.428104294076299
4.465 , -136.197 , -0.453215716203357
4.47 , -176.3355 , -0.467167463260764
4.475 , -212.1321 , -0.469615996932771
4.48 , -242.7051 , -0.460501026194155
4.485 , -267.3021 , -0.440046991875351
4.49 , -285.3171 , -0.408757540184344
4.495 , -296.3064 , -0.367403121265499
4.5 , -300 , -0.317002018160047
4.505 , -296.3064 , -0.258795273298115
4.51 , -285.3171 , -0.194216129915314
4.515 , -267.3021 , -0.124854740847618
4.52 , -242.7051 , -0.0524190136911253
4.525 , -212.1321 , 0.0213074435511883
4.53 , -176.3355 , 0.0945092408179076
4.535 , -136.197 , 0.165383906917515
4.54 , -92.7051 , 0.232186272351082
4.545 , -46.9302 , 0.293271441177308
4.55 , 0 , 0.347135293809637
4.555 , 46.9302 , 0.392451523432385
4.56 , 92.7051 , 0.428104294076297
4.565 , 136.197 , 0.453215716203359
4.57 , 176.3355 , 0.467167463260765
4.575 , 212.1321 , 0.469615996932771
4.58 , 242.7051 , 0.460501026194156
4.585 , 267.3021 , 0.440046991875353
4.59 , 285.3171 , 0.408757540184346
4.595 , 296.3064 , 0.367403121265502
4.6 , 300 , 0.317002018160051
4.605 , 296.3064 , 0.258795273298108
4.61 , 285.3171 , 0.194216129915307
4.615 , 267.3021 , 0.12485474084761
4.62 , 242.7051 , 0.052419013691117
4.625 , 212.1321 , -0.0213074435511833
4.63 , 176.3355 , -0.0945092408179027
4.635 , 136.197 , -0.16538390691751
4.64 , 92.7051 , -0.232186272351078
4.645 , 46.9302 , -0.293271441177304
4.65 , 0 , -0.347135293809643
4.655 , -46.9302 , -0.39245152343239
4.66 , -92.7051 , -0.4281042940763
4.665 , -136.197 , -0.453215716203358
4.67 , -176.3355 , -0.467167463260764
4.675 , -212.1321 , -0.469615996932771
4.68 , -242.7051 , -0.460501026194157
4.685 , -267.3021 , -0.440046991875354
4.69 , -285.3171 , -0.408757540184342
4.695 , -296.3064 , -0.367403121265497
4.7 , -300 , -0.317002018160045
4.705 , -296.3064 , -0.258795273298112
4.71 , -285.3171 , -0.194216129915311
4.715 , -267.3021 , -0.124854740847615
4.72 , -242.7051 , -0.0524190136911221
4.725 , -212.1321 , 0.0213074435511782
4.73 , -176.3355 , 0.0945092408179108
4.735 , -136.197 , 0.165383906917518
4.74 , -92.7051 , 0.232186272351085
4.745 , -46.9302 , 0.29327144117731
4.75 , 0 , 0.347135293809639
4.755 , 46.9302 , 0.392451523432387
4.76 , 92.7051 , 0.428104294076298
4.765 , 136.197 , 0.453215716203357
4.77 , 176.3355 , 0.467167463260764
4.775 , 212.1321 , 0.469615996932771
4.78 , 242.7051 , 0.460501026194155
4.785 , 267.3021 , 0.440046991875352
4.79 , 285.3171 , 0.408757540184345
4.795 , 296.3064 , 0.3674031212655
4.8 , 300 , 0.317002018160049
4.805 , 296.3064 , 0.258795273298117
4.81 , 285.3171 , 0.194216129915316
4.815 , 267.3021 , 0.124854740847607
4.82 , 242.7051 , 0.0524190136911138
4.825 , 212.1321 , -0.0213074435511865
4.83 , 176.3355 , -0.0945092408179058
4.835 , 136.197 , -0.165383906917501
4.84 , 92.7051 , -0.232186272351081
4.845 , 46.9302 , -0.293271441177306
4.85 , 0 , -0.347135293809636
4.855 , -46.9302 , -0.392451523432392
4.86 , -92.7051 , -0.428104294076301
4.865 , -136.197 , -0.453215716203359
4.87 , -176.3355 , -0.467167463260765
4.875 , -212.1321 , -0.469615996932771
4.88 , -242.7051 , -0.460501026194156
4.885 , -267.3021 , -0.440046991875358
4.89 , -285.3171 , -0.408757540184347
4.895 , -296.3064 , -0.367403121265504
4.9 , -300 , -0.317002018160043
4.905 , -296.3064 , -0.25879527329811
4.91 , -285.3171 , -0.194216129915308
4.915 , -267.3021 , -0.124854740847612
4.92 , -242.7051 , -0.0524190136911189
4.925 , -212.1321 , 0.0213074435511814
4.93 , -176.3355 , 0.0945092408179009
4.935 , -136.197 , 0.165383906917496
4.94 , -92.7051 , 0.232186272351088
4.945 , -46.9302 , 0.293271441177313
4.95 , 0 , 0.347135293809642
4.955 , 46.9302 , 0.392451523432389
4.96 , 92.7051 , 0.428104294076299
4.965 , 136.197 , 0.453215716203358
4.97 , 176.3355 , 0.467167463260764
4.975 , 212.1321 , 0.469615996932771
4.98 , 242.7051 , 0.460501026194154
4.985 , 267.3021 , 0.440046991875355
4.99 , 285.3171 , 0.408757540184343
4.995 , 296.3064 , 0.367403121265498
5 , 300 , 0.317002018160046
